source_id	title	year	authors	doi	citation_key	zotero_item_key	attachment_keys	candidate_families	catalogue_class	screening_disposition	reason
catalogue:C016	Calcul approché des paramètres primaires et secondaires d'une ligne de transport. Valeurs homopolaires	1969	Clément Dubanton		Dubanton1969			external-impedance	core:C016	duplicate	Original attribution retained. The Dubanton complex-depth formula, its derivation, and its limits are equation-complete in the accessible English publication by Déri et al.; that publication is the implementation record.
zotero:LW3WDHTI	Calculating Mutual Ground Impedances Between Overhead and Buried Cables	2008	F. A. Uribe	10.1109/TEMC.2007.915286	Uribe2008	LW3WDHTI	FESSJDLW	external-impedance		extracted	Original publication pp. 198-203 image-screened. The Pollaczek mixed integral, Uribe positive-domain evaluator/truncation, and the three Lucca/CCITT/Wedepohl comparison formulas (6a)-(6f) were transcribed. The evaluator is a distinct published numerical formulation; the comparison formulas remain secondary for their credited originals.
zotero:ZI298KJQ	Calculation of electrical parameters for short and long polyphase transmission lines	1964	H Galloway; W B Shorrocks; L M Wedepohl			ZI298KJQ	2UKD788P;YX356Z7X		core:C014	application-only	Publication screened. It assembles short/long polyphase-line parameters from standard conductor and earth-return quantities; no new family-local physical equation was found.
zotero:JZVWVZQW	Calculation of Frequency-Dependent Parameters of Pipe-Type Cables: Comparison of Methods	8/2006	Daniel Da Silva; Ganimedes Fernandez; Richard A. Rivas	10.1109/TDCLA.2006.311519	DaSilva2006	JZVWVZQW	WLXNANMR	internal-impedance		extracted	The bilingual paper provides Method 2, an infinite-pipe model with core proximity, and Method 3, a finite-pipe model without core proximity. The `P-1` self-sum is resolved by summing every other core, consistent with the stated core count and parent formulation.
zotero:NJY59HBA	Calculation of Ground Impedances	8/2024	Herbert Wohlfarth	10.1109/TPWRD.2024.3388570		NJY59HBA	M56EUL8G	external-impedance		application-only	Local PDF abstract, classification, and formula survey inspected; it is a 2024 secondary overview of literature formulations, whose originals remain separate source candidates.
zotero:S4TBV9R6	Calculation of mutual impedance between buried conductors of finite length		Konstantinos Rallis; Theodoros Theodoulidis			S4TBV9R6	U64AWPEF			out-of-scope	Local PDF abstract and derivation inspected; it computes mutual impedance of finite arbitrarily oriented buried conductors for grounding/coupling studies, not per-unit-length transmission-line parameters.
zotero:BLTLNWM2	Calculation of overhead and underground cable parameters at harmonic frequencies	02/2021	Zeeshan Rashid	10.1007/s00202-020-01119-y		BLTLNWM2	A6LKFTIA	internal-impedance		application-only	Publication screened. It is a harmonic-frequency cable-parameter calculation workflow using established skin/proximity and earth-return formulas, without a distinct source-attributed analytical contribution.
zotero:V5V429QL	Calculation of the ‘Field Intensification Factors’ using Method of Moments for Lightning Protection		Huiliang Zhao; Simon Fortin; Farid P Dawalibi			V5V429QL	YSH7G7W7;7MWU5VXS			out-of-scope	Local Markdown introduction and method inspected; its Method-of-Moments field-intensification factors are for lightning protection geometry, outside corpus scope.
catalogue:C078	Closed-Form Evaluation of Carson's Integral	2015	Theodoros Theodoulidis					external-impedance;external-admittance	core:C078	duplicate	Catalogue row duplicates Zotero item PQGNG5LW and the same local C078 PDF; retain the Zotero row for formula screening.
catalogue:C069	Closed-Form Expressions for Ground Return Impedances of Overhead Lines	2012	Antônio C. S. de Lima; C. Portela					external-impedance;external-admittance	core:C069	duplicate	Catalogue row duplicates Zotero item SITKSSLP and the same 2012 closed-form ground-return publication; retain the Zotero row.
zotero:SITKSSLP	Closed-form expressions for ground return impedances of overhead lines and underground cables	6/2012	Antonio C.S. Lima; Carlos Portela	10.1016/j.ijepes.2011.12.016	Lima2012	SITKSSLP	2D2S77U7	external-impedance		extracted	Original publication was image-screened; its exact Struve/Bessel Carson closed form and separate Sunde underground asymptote were transcribed.
zotero:T7KBVTEP	Closed-Form Expressions for the Analysis of Wave Propagation in Overhead Distribution Lines	2020-09-01	Theofilos A. Papadopoulos; Andreas I. Chrysochos; Christos K. Traianos; Grigoris Papagiannis	10.3390/en13174519		T7KBVTEP	D22IXIMS	external-impedance		application-only	Local PDF abstract, formula comparison, and wave-propagation results inspected; it evaluates previously published closed-form earth models and does not introduce one.
zotero:ETY76NF4	Closed-Form Expressions for the Calculation of the Ground-Return Impedance and Admittance of Underground Cables	8/2023	Alberto De Conti; Naiara Duarte; Rafael Alipio	10.1109/TPWRD.2023.3264614	DeConti2023a	ETY76NF4	4UVINVP3;IM9JEA7D	external-impedance		extracted	Original publication was image-screened; its closed-form Xue ground-return impedance and potential-coefficient expressions were transcribed with their matrix meaning.
zotero:H5MP3X5M	Closed‐form complex permeability expression for proximity‐effect homogenisation of litz‐wire windings	05/2020	Korawich Niyomsatian; Johan Gyselinck; Ruth V. Sabariego	10.1049/iet-smt.2019.0377		H5MP3X5M	CH56T8MC;BCHM39A6	internal-impedance		out-of-scope	Local Markdown abstract and derivation inspected; the complex permeability homogenizes litz-wire windings in magnetic devices, outside the requested transmission-line conductor geometries.
zotero:A6PII58H	Coated Metallic Plates in Horizontal Multilayer and Perfect Soil Models in MALT	2015	Nathalie Dawalibi			A6PII58H	C43IV92Q;WI6A46YW			out-of-scope	Local Markdown introduction and equations inspected; it adds coated finite plates to MALT grounding models, not distributed conductor/cable parameter formulas.
zotero:LC9RCKBD	Coated Metallic Plates in Uniform Soil Model in MALT	2014	Peter Zhao; Simon Fortin; Farid P Dawalibi			LC9RCKBD	KZHG8PPM;K577WZ4D			out-of-scope	Local Markdown introduction and equations inspected; it concerns coated finite plates in a grounding solver, outside the requested line/cable geometries.
zotero:ZKDFFQ48	Composition of the Working Group:		Georg Balog; Heinrich Brakelmann; Bjørn Gustavsen; Thor Henriksen; Marco Marelli; Pablo Martin; Laurent Moreau; Ambrogio Orini; Wan-Ki Park; South Corea; Jean-Luc Parpal; Robert Rosevear; Thomas Worzyk			ZKDFFQ48	TLJUHQK2			application-only	Local CIGRE brochure contents and technical chapters inspected; it surveys transient voltages affecting long cables and reproduces established modeling practice rather than an original formulation.
zotero:SDINKETL	Computation of Overhead Line/Underground Cable Parameters with Improved MoM-SO Method	6/2018	Haoyan Xue; Akihiro Ametani; Jean Mahserediian; Ilhan Kocar	10.23919/PSCC.2018.8442743	Xue2018a	SDINKETL	BGEUYFVL			extracted	Original conference publication was image-screened; the distinct quasi-TEM overhead MoM-SO Green-function leaf was transcribed, while inherited surface operators were cross-referenced.
zotero:YE2Y27BS	Countermeasures of Zero-Missing Phenomenon in (E)HV Cable Systems	8/2018	Hossein Khalilnezhad; Marjan Popov; Lou Van Der Sluis; Jorrit A. Bos; Jan P. W. De Jong; Akihiro Ametani	10.1109/TPWRD.2017.2729883		YE2Y27BS	QRKU2JE4			application-only	Local PDF abstract and cable-system analysis inspected; it studies a zero-missing modal/transient phenomenon using established cable parameters.
zotero:ZYHHJU33	Current Rating and Sheath Loss Assessment of Underground Power Cables Using Electro-Thermal Finite Element Modeling		Achilleas I Sfetkos; Nikolaos E Tzatsis; Andreas I Chrysochos; Theofilos A Papadopoulos			ZYHHJU33	DG39X34X			out-of-scope	Local PDF abstract and electro-thermal model inspected; the outputs are current rating and sheath loss, not the requested distributed physical equation families.
zotero:S76HNBLY	De impact van het proximity effect op de golfpropagatie in ondergrondse kabels		Jeroen Van Elsacker			S76HNBLY	NR8B5LQE	internal-impedance		application-only	Thesis screened at its formulation and results chapters. It studies the propagation impact of proximity effect using established cable-impedance methods and does not publish a distinct analytical impedance expression.
reference:iwamoto-1958-january-jstage	大地表皮効果による線路進行波の変歪 / Deformation of Traveling Waves in Transmission Line with Earth Skin Effect	1958	岩本 国三 / K. Iwamoto		Iwamoto1958a	JIKJVPUM		internal-impedance;external-impedance	reference-chain	extracted	The January 1958 paper provides a logarithmic-integral/Duhamel evaluator of Carson's kernel. The exponential factor, radius mapping, operator definition, and resistance normalization remain unresolved.
zotero:GZF6TI32	Derivation of an Earth-Return Impedance of an Overhead Multi-Conductor Considering Displacement Currents	2014	Akihiro Ametani; Yoshiko Miyamoto; Jean Mahseredjian	10.1541/ieejpes.134.936	Ametani2014	GZF6TI32	LI8XRGC8	external-impedance		extracted	Original publication was image-screened; its air-referenced displacement-current earth integral and complex-image reduction were transcribed as separate leaves.
catalogue:C074	Derivation of an Earth-Return Impedance of an Overhead Multiconductor Considering Displacement Currents	2014	Akihiro Ametani; Y. Miyamoto; Jean Mahseredjian					external-impedance;external-admittance	core:C074	duplicate	Catalogue row duplicates Zotero row GZF6TI32 for the same Ametani et al. 2014 publication.
zotero:R6E4VYJK	Derivation of Theoretical Formulas of Sequence Currents on Underground Cable System		Teruo Ohno; Akihiro Ametani; Claus Leth Bak			R6E4VYJK	XZ9846KX			out-of-scope	Local PDF abstract and equations inspected; the new outputs are bonded-cable sequence currents, not physical internal/external/insulation parameter expressions.
zotero:RQAVAL5Q	Development of a Computer Program for Calculating the Transmission-Line Constants of Cables Installed in a Tunnel Taking the Skin and Proximity Effects into Account		Yohei Tanaka; Taku Noda; Yoichi Sekiba; Eiichi Ito; Kazuhiro Misawa; Takuji Chida			RQAVAL5Q	YJLPIUZW			application-only	Local PDF abstract and method inspected; the tunnel-cable program applies MoM-SO/MoM formulations published elsewhere and presents computed constants rather than a new physical formula.
zotero:E6FS7SEX	Direct numerical evaluation of earth return path impedances of underground cables	2005	G.K. Papagiannis; D.A. Tsiamitros; D.P. Labridis; P.S. Dokopoulos	10.1049/ip-gtd:20045011		E6FS7SEX	Y4IRA56S			application-only	Abstract, homogeneous/multilayer integral restatements, and integration scheme inspected; the contribution is stable direct numerical quadrature of prior earth-return formulas.
zotero:RWC3NVYV	Dubanton's and Wait's Approximations of the Earth Return Impedance Used for Evaluating Transmission-Line Wave Propagation Parameters	12/2015	J. A. Brandao Faria	10.1109/TPWRD.2015.2449758		RWC3NVYV	ZQNW5V63;7PZFEV2S	external-impedance		application-only	Abstract and derivation inspected; the letter gives a new theoretical support for the existing Dubanton approximation using Wait's tunnel theory, but does not publish a distinct impedance expression.
zotero:SE23ZFCL	Earth conduction effects in systems of overhead and underground conductors in multilayered soils	2006	D.A. Tsiamitros; G.C. Christoforidis; G.K. Papagiannis; D.P. Labridis; P.S. Dokopoulos	10.1049/ip-gtd:20050195		SE23ZFCL	95U6PQ3T		core:C055	duplicate	The conference paper is the earlier witness for the same arbitrary-multilayer recursion and arrangement specializations published in the image-verified 2008 Part I record; no additional leaf survived comparison.
catalogue:C009	Earth Conduction Effects in Transmission Systems	1949	Erling D. Sunde		Sunde1949	TNQ34IJX		external-impedance;external-admittance	core:C009	extracted	The inspected file is the corrected 1968 Dover edition, not the 1949 first edition. Its two-layer overhead mutual kernel was transcribed, and the edition gap remains recorded.
catalogue:N007	Earth Conduction Effects in Transmission Systems	1949	Erling D. Sunde					external-impedance;external-admittance	navigation:N007	duplicate	Navigation catalogue row duplicates core row catalogue:C009 for the same Sunde book, not Wise. The local C009 PDF is the corrected 1968 Dover republication of the 1949 work, verified from its title, copyright and preface images; catalogue year and existing key are preserved, not used as edition proof.
zotero:LJAW2HPM	Earth return admittance and frequency-dependent soil parameters effect on transient behavior of the earth continuity conductor	12/2025	J.E. Guevara Asorza; R.A. De Araujo; J. Pissolato Filho	10.1016/j.epsr.2025.112049		LJAW2HPM	D4DSFA3L;MYHRV3WT	external-admittance		application-only	Local PDF abstract and formulation references inspected; it studies the impact of existing earth-return admittance/soil models on an earth-continuity conductor.
zotero:LPUHMG9S	Earth Return Admittance Effect on Underground Cable System Modeling	4/2018	Antonio P. Cardillo Magalhaes; Maria Teresa Correia De Barros; Antonio C. S. Lima	10.1109/TPWRD.2017.2741600	Magalhaes2018	LPUHMG9S	LZ68WMU6;7ZP4MT2I;KV3Y2PHI	external-admittance		extracted	Original publication was image-screened; the underground earth-potential/admittance matrix construction was transcribed with the matrix inversion relation distinguished from scalar reciprocation.
zotero:PWI2NT47	Earth return admittance impact on crossbonded underground cables	09/2021	Antonio P.C. Magalhães; Antonio C.S. Lima; Maria Teresa Correia De Barros	10.1016/j.epsr.2021.107351		PWI2NT47	BJM86ABK	external-admittance		application-only	Local PDF abstract and model sections inspected; it applies prior ground-return admittance models to cross-bonded cables and studies their transient impact.
